c_resid,unit,nace_r2,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
NAT,PCH_PRE,I551-I553,EA	3.27 	3.17 e	4.23 e	3.13 	4.4 	3.02 	: 	0.25 	3.69 e	2.27 e	-3.6 	2.62 e	: 	4.66 e	0.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551-I553,EE	5.9 	4.48 	9.49 	7.22 	7.18 	6.06 	7.7 	5.27 	9.57 	9.29 	-18.82 	-1.91 	15.78 	34.29 	13.05 	22.1 	12.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551-I553,EL	-1.09 	13.78 	0.77 	5.41 	3.38 	0.66 	5.51 	-15.19 e	-8.82 e	-7.09 e	36.33 e	0.61 	13.64 	2.8 	6.94 	-1.1 	3.3 	-1.5 	-5.5 	4.4 	1.3 	2.8 	14.3 	-0.1 	1.8 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551-I553,ES	3.46 	1.36 	3.15 	5.38 	6.95 	6.38 	-0.8 	-5.63 	-0.34 	2.11 	-3.47 	-2.42 	1.91 	13.15 	5.72 	9.7 	7.9 	3.6 	3.1 	6.4 	23.7 	9.7 	4.6 	3.1 	5.4 	3.8 	4.1 	-8.8 	3.6 	6.1 
NAT,PCH_PRE,I551-I553,EU27_2007	3.71 e	3.26 e	4.79 e	2.99 	4.13 	2.51 e	0.66 	6.22 	2.99 e	0.23 e	-2.11 	2.74 e	: 	1.48 e	10.11 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551-I553,EU27_2020	3.49 	3.48 e	4.38 e	3.78 	5.08 	2.93 	: 	1.12 	3.59 e	2.54 e	-3.75 	: 	: 	4.63 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551-I553,EU28	3.72 e	3.28 e	4.79 e	3 	4.15 	2.5 e	0.66 	6.23 	3.01 e	0.19 e	-2.12 	2.73 e	: 	1.51 e	10.05 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551-I553,FI	4.5 	1.5 	3.55 	2.54 	2.32 	-1.43 	-0.8 	0.06 	2.76 	4.52 	-2.6 	1.56 	4.22 	4.41 	2.72 	5.9 	0.9 	-1.6 	0.5 	1.6 	1.6 	2.7 	5 	0 	6.9 	3.8 	: 	: 	: 	: 
NAT,PCH_PRE,I551-I553,FR	3.43 	0.9 	4.99 	1.45 	3.57 	-0.75 	1.1 	-0.61 	20.25 	1.11 	1.18 	0.63 	1.96 	1.88 	4.76 	3.8 	2.4 	-1.5 	5.3 	10.2 	2 	: 	: 	: 	2 	1.7 	-2 	7 	0 	: 
NAT,PCH_PRE,I551-I553,HR	9.51 	10.16 	5.12 	7.79 	11.74 	0.93 	1.8 	9.43 	1.34 	-7.32 	-14.11 	-0.05 	4.91 	12.41 	0.63 	2.4 	5.8 	4.5 	1.1 	-3.7 	-1.6 	-4 	7.4 	10.1 	2.9 	26.2 	: 	: 	: 	: 
NAT,PCH_PRE,I551-I553,HU	1.6 	5.31 	7.3 	6.04 	8.51 	11.88 	6.1 	18.62 	-0.07 	-0.11 	-5.14 	2.79 	3.88 	7.05 	8.1 	-0.6 	6.5 	5.3 	-14.6 	5.7 	7 	26.2 	5.6 	3 	-0.7 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551-I553,IE	-3.68 e	: 	: 	-8.73 e	-0.39 e	7.71 e	: 	96 u	-7.83 	-6.24 	-2.12 u	: 	: 	: 	: 	: 	: 	: 	: 	0.2 	2.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551-I553,IS	: 	: 	: 	7.44 	-13.96 	52.72 	-11.8 	4.34 	-7.37 	-0.13 	8.75 	2.44 	5.68 	8.09 	2.69 	4 	2.6 	4.2 	-10.5 	11.7 	12 	-0.5 	13.8 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551-I553,IT	2.26 	3.56 	4.14 	3.13 	6.26 	2.46 	-2.5 	-2.25 	2.26 	1.19 	1.16 	0.89 	2.75 	3.26 	1.97 	3.2 	4.5 	-0.7 	2.4 	5.8 	2.7 	1.7 	1.5 	1.3 	-0.6 	3.4 	-2.4 	1.6 	1.7 	3.1 
NAT,PCH_PRE,I551-I553,LI	0 	6.2 	0.42 	69.89 	-6.74 	-6.23 	-49.9 	-61.73 	7.93 	-8.26 	17.92 	5.33 	9.61 	-5.99 	-4.52 	11 	31.4 	-22.7 	1.6 	40.2 	3.7 	7.5 	47.7 	4.8 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551-I553,LT	11.95 	12.35 	7.94 	9.12 	7.64 	9.73 	10.1 	72.08 	11.24 	6.07 	-26.75 	-1.71 	20.17 	23.07 	26.55 	30.5 	13.6 	10.3 	0.8 	-15.3 	-8.4 	5.4 	4.3 	-14.2 	2.5 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551-I553,LU	2.34 	10.2 	1.8 	1.49 	2.03 	4.43 	40.3 	16.72 	23.96 	-16.54 	-0.01 	-7.14 	3.4 	-2.84 	9.91 	5.6 	3.7 	15.8 	8.3 	-5.5 	21.4 	6.1 	1.8 	8.4 	-17.3 	-5.2 	8.8 	-0.5 	5.8 	-0.4 
NAT,PCH_PRE,I551-I553,LV	2.72 	10.65 	9.36 	9.84 	-0.41 	13.22 	7.5 	5.13 	20.27 	20.48 	-41.1 	-4.87 	25.11 	20.98 	19.23 	3.3 	12.9 	16.5 	6.7 	10.5 	-3.2 	-1.6 	31 	14.2 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551-I553,ME	: 	: 	-26.24 	-0.97 	: 	: 	: 	85.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551-I553,MK	2.78 	10.69 	6.03 	4.26 	5.76 	3.53 	-3.1 	-0.29 	-2.92 	-8.6 	-4.84 	: 	: 	: 	: 	: 	: 	29.8 	-40.2 	7.5 	-11.2 	15.7 	-3.3 	-7.4 	-6 	-1.7 	4.6 	-3.2 	9.6 	: 
NAT,PCH_PRE,I551-I553,MT	8.94 	10.45 	10.38 	-3.74 	1.22 	4.52 	-4.1 	7.49 	-8.93 	-0.31 	11.66 	-0.99 	5.94 	28.91 	-9.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551-I553,NL	2.6 	3.38 	5.45 	3.33 	1.73 	3.12 	9 b	0.77 	1.27 	0.45 	0.22 	-1.32 	8.37 	9.78 	0.98 	1.7 	1.2 	-0.7 	-1.2 	1.2 	8.8 	20.8 	7.8 	3.5 	10.7 	1.2 	2.9 	0.2 	0.7 	8.6 
NAT,PCH_PRE,I551-I553,NO	: 	: 	: 	4.59 	1.49 	-0.01 	-2.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-0.4 	1.4 	1.7 	0.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551-I553,PL	5.16 	6.46 	6.14 	11.66 	8.36 	8.02 	2.8 	3.45 	4.54 	5.39 	-0.12 	6.53 	10.31 	7.42 	4.02 	4.4 	2.6 	-0.5 	-3.2 	14.5 	-13 	5.7 	4.5 	6.1 	11.5 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551-I553,PT	7.98 	5.59 	7.15 	7.08 	8.84 	9.51 	5 	-5.85 	-2.07 	1.27 	2.83 	2.51 	8.35 	3.23 	7.1 	2.7 	1.4 	5.5 	0.3 	2.3 	7.1 	6.2 	5.5 	4.8 	3.4 	3.7 	-4.1 	2.2 	1.1 	6.5 
NAT,PCH_PRE,I551-I553,RO	5.73 	7.76 	10.2 	10.2 	17.33 	5.29 	3.4 	8.8 	16.68 	-2.86 	-14.03 	4.4 	12.09 	10.54 	2.25 	8.3 	2.7 	-2.8 	-2.3 	-6.1 	-9 	-3.1 	-16.1 	-7.5 	2.5 	-8.5 	-1.6 	-17.8 	-23.5 	: 
NAT,PCH_PRE,I551-I553,RS	: 	: 	: 	12.76 	13.89 	-6.21 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551-I553,SE	4.13 	2.11 	2.26 	3.38 	6.82 	4.18 	3.4 	0.6 	1.83 	2.96 	1.25 	-1.3 	6.17 	-4.32 	9.62 	4.8 	3 	2.8 	2.5 	22.1 	4.1 	-14.1 	-0.1 	: 	: 	16.3 	5.3 	-1.2 	-8.1 	-4 
NAT,PCH_PRE,I551-I553,SI	: 	: 	5.97 	5.29 	9.82 	-1.17 	-1.5 	0.66 	3.71 	-1.87 	3.05 	18.9 	7.38 	3.29 	-0.53 	-3.2 	1.1 	-1.1 	-0.4 	0 	5.2 	-3.3 	2.8 	-1.9 	-0.5 	3.3 	9.6 	: 	: 	: 
NAT,PCH_PRE,I551-I553,SK	17.89 	3.64 	7.11 	14.58 	15.41 	-5.13 	5.9 	6.26 	2.29 	-0.78 	-10.02 	10.27 	6.04 	2.92 	3.75 	-7.3 	-3.1 	5.3 	11.6 	-4.5 	3.8 	26.9 	-3 	20.5 	9.5 	35.4 	-23.9 	-36 	-32.3 	: 
NAT,PCH_PRE,I551-I553,TR	2.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551-I553,UK	: 	: 	: 	-1.95 	: 	: 	-1.97 	48.52 	-3.31 	-14.34 	7.71 	-2.87 	-0.34 	-14.58 	26.66 	-9.9 	-9.3 	7.8 	-4.2 	22.4 	20.9 	-15.5 	-30.4 	4.6 	10.7 	20.8 	-4.9 	3.1 	-2.2 	-44.8 
NAT,PCH_PRE,I552,AT	1.83 	2.13 	0.46 	5.46 	4.49 	2.43 	-1.45 	2.48 b	3.75 	-0.05 	4.7 	4.38 	0.41 	1.8 	0.35 	-2.6 	7.1 	3.2 	0.6 	2.1 	4 	24.4 	-9.5 	-2.3 	42.6 	-1.7 	1.9 	1.6 	-26.1 	36 
NAT,PCH_PRE,I552,BE	4.61 	4.23 	0.9 	7.23 	26.1 	3.14 	2.4 	10.22 b	2.15 	-0.21 	0.05 	-0.22 	-0.07 	-0.16 	-1.49 	0.5 	1.4 	0.3 	1.9 	3.6 	0.2 	-5 	90 	-45.7 	50 	4.6 	5 	: 	: 	: 
NAT,PCH_PRE,I552,BG	5.1 	5.24 	1.35 	12.34 	11.05 	3.4 	1.6 	47.68 b	5.32 	-9.34 	-0.96 	-0.72 	11.6 	72.37 	16.61 	5.2 	13.5 	-13.7 	-2.1 	-16.3 	-14.7 	9.8 	-34.4 	-10.2 	-6.6 	2.9 	-23.5 	-14.9 	-59.2 	: 
NAT,PCH_PRE,I552,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	-0.1 	2.9 	9.2 	3.2 	-4.9 	0.3 	-96 	-1.1 	0 	-51.3 	104 
NAT,PCH_PRE,I552,CY	: 	: 	: 	: 	: 	: 	: 	-100 b	-12.51 	1.74 	1312.08 	-35.51 	-74.86 	142.31 	14.81 	6.3 	-32.1 	705.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I552,CZ	6.38 	6.6 	4.29 	-1.07 	9.51 	-6.12 	4.1 	19.61 b	4.02 	-5.78 	-4.71 	-7.33 	-9.88 	3.57 	-2.42 	-5.8 	13.5 	-1.7 	-10.9 	-0.7 	-17.2 	10.1 	18 	121.9 	30.6 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I552,DE	5.51 	5.03 	2.97 	2.93 	1.93 	1.84 	0.2 	1.86 b	1.57 	-0.02 	-16.07 	2.52 	-6.35 	0.05 	1.59 	12 	2.2 	1.6 	1.2 	4.1 	4.1 	3.6 	2.3 	2.4 	-2 	233 	0.1 	14.3 	-62.8 	210.5 
NAT,PCH_PRE,I552,DK	5.58 e	4.29 e	-1.03 e	7.19 e	8.15 e	-3.22 e	-1.4 	0.28 b	3.19 	-3.75 	-3.25 	-1.91 	5.05 	3.94 	2.49 	1.2 	-2.4 	3 	0.9 	-1.1 	-0.8 	5.8 	-1.6 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I552,EA	3.66 	5.88 e	5.83 e	4.38 	6.71 	5.32 	: 	2.54 b	8.48 e	1.68 e	-4.75 e	1.16 e	: 	4.04 e	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I552,EE	8.19 	3.51 	11.54 	5.23 	6.09 	0.36 	8.7 	56.55 b	16.51 	2.51 	-30.44 	2.44 	19.55 	28.62 	18.43 	-7.8 	-10.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I552,EL	-7.78 	-7.01 	-1.98 	8.34 	2.26 	2.71 	7.56 	-9.45 be	-11.63 e	-9.58 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I552,ES	3.89 	2.32 	9.23 	10.71 	12.37 	19.47 	-0.5 	-2.61 b	3.11 	2.65 	2.2 	1.32 	2.31 	18.52 	9.36 	12.5 	10.9 	76 	2.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I552,EU27_2007	3.59 e	5.38 e	6.03 e	3.82 	7.1 	3.4 e	1.18 	19.7 b	6.82 e	0.33 e	-3.79 e	2.09 e	: 	2.28 e	6.47 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I552,EU27_2020	3.42 	5.93 e	5.86 e	4.75 	6.91 	3.95 	: 	6.39 b	6.26 e	2.66 e	-4.44 e	: 	: 	4.38 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I552,EU28	3.64 e	5.43 e	6.07 e	3.87 	7.16 	3.41 e	1.2 	19.86 b	6.98 e	0.11 e	-3.86 e	2.06 e	: 	2.5 e	6.23 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I552,FI	1.91 	4.8 	9.79 	8.74 	1.62 	4.13 	5.1 	17.57 b	1.01 	13.42 	12.37 	20.55 	7.48 	0.65 	11.13 	25.2 	11.6 	-7.4 	-8.8 	-1.1 	-3.9 	-1.1 	4.8 	1.8 	13.1 	33 	: 	: 	: 	: 
NAT,PCH_PRE,I552,FR	-1.92 	8.36 	6.66 	0.63 	6.38 	2.87 	6.2 	2.08 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I552,HR	10.95 	12.31 	12.05 	11.34 	17.06 	6 	4.3 	59.44 b	-6.3 	-10.71 	-16.68 	-1.89 	-2.76 	43.76 	-3.5 	-5.4 	10 	-6.4 	51.5 	-4.1 	-2.3 	-17.6 	24.1 	26.6 	14.3 	74.8 	: 	: 	: 	: 
NAT,PCH_PRE,I552,HU	-3.32 	-0.34 	11.05 	1.48 	4.59 	13.13 	1.8 	76.56 b	-2.41 	-6.75 	1.02 	-1.9 	-7.08 	1.73 	-4.99 	-7.3 	10.7 	5.3 	-44 	8.5 	7.6 	-0.6 	7.5 	8.2 	4 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I552,IE	-60.59 e	: 	: 	9.25 e	-49.4 e	7.75 e	-20.4 e	21.69 be	-0.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-27.4 	29.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I552,IS	: 	: 	: 	-1.75 	-11.5 	27.81 	66.8 	-5.02 b	-79.97 	339.14 	15.5 	-4.83 	-2.45 	0.96 	-7.07 	-1.3 	: 	: 	: 	: 	: 	: 	-68.9 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I552,IT	8.43 	8.11 	8.85 	10.18 	12.32 	5.77 	-0.1 	11.56 b	6.52 	3.34 	2.96 	5.09 	6.48 	7.35 	8.35 	4.1 	11.7 	12 	10.4 	35.9 	7.4 	3.9 	15.4 	4.6 	71.8 	9.6 	1.5 	4.4 	-35.5 	55.4 
NAT,PCH_PRE,I552,LI	-2.14 	20.61 	-0.16 	39.46 	-27.24 	33.84 	-25.3 	-81.38 b	-2.63 	-11.42 	22.07 	-7.02 	15.29 	-12.59 	5.63 	0 	39.3 	-20.3 	-1.5 	35.6 	28.6 	11.2 	18.9 	-5.2 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I552,LT	11.32 	13.16 	2.43 	14.26 	5.69 	9.84 	9.6 	399.05 b	-3.53 	1.71 	-30.66 	-5.6 	12.89 	-0.75 	3.15 	10.8 	18 	8.5 	0.5 	-27 	-2.9 	4.6 	4.4 	-18.1 	6.2 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I552,LU	0.38 	-0.21 	-1.31 	2.3 	10.9 	-2.39 	10.8 	0.02 b	88.42 	-49.94 	-1.52 	-11.05 	11.47 	-1.12 	0.55 	7.9 	-1.6 	41.5 	7.1 	0.2 	5.4 	19.4 	0.7 	41 	-49.5 	3.8 	-19.2 	49 	7.9 	: 
NAT,PCH_PRE,I552,LV	6.58 	4.23 	23.58 	26.85 	2.99 	3.95 	-2.8 	149.23 b	38.86 	30.82 	-49.15 	-1.72 	19.69 	48.27 	-15.63 	-17.6 	11.1 	11.6 	43 	68.2 	-17.5 	2.9 	18 	-0.4 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I552,ME	: 	: 	-69.1 	-3.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I552,MK	-7.91 	-22.97 	10.15 	-11.94 	2.59 	-4.71 	-9 	-6.2 b	-13.14 	-4.47 	-9.37 	: 	: 	: 	: 	: 	: 	21.7 	-39.8 	-6 	-2.1 	26.5 	-0.8 	-10.7 	-2.4 	0.8 	-6.9 	-1.2 	-0.5 	: 
NAT,PCH_PRE,I552,MT	17.3 	7.86 	-3.04 	36.92 	-11.66 	-21.57 	136.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I552,NL	6.24 	0.75 	5.97 	-2.76 	4.24 	1.79 	13.1 b	0.54 b	-0.61 	-4.49 	2.21 	0.34 	7.41 	7.84 	-3.99 	-0.4 	-1 	-1 	0.8 	4.1 	7.8 	19 	7.6 	6.2 	2.4 	-2.6 	-0.8 	-3 	-0.2 	31.2 
NAT,PCH_PRE,I552,NO	: 	: 	: 	5.4 	3.92 	-4.01 	43.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.9 	2.7 	16.9 	-2.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I552,PL	0.82 	5.75 	4.14 	10.29 	5.39 	2.34 	-3.9 	7.02 b	-2.67 	-4.34 	-1.71 	1.48 	4.94 	2.58 	-1.14 	-12.2 	0.1 	-4.6 	1.2 	12.3 	-6.5 	6.7 	4.4 	2.4 	5.3 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I552,PT	23.03 	35.78 	26.86 	23.9 	49.1 	2.3 	70.1 b	-14.1 b	-9.27 	-3.19 	7.47 	4.71 	16.77 	-4.79 	8.22 	-4 	-1.4 	-0.1 	-7 	3.9 	45.8 	-8.1 	18.5 	3.9 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I552,RO	4.42 	12.69 	17.87 	13.27 	21 	8.89 	11.3 	998.06 b	7.37 	-29.19 	-9.98 	-3 	-4.88 	-12.16 	-21.56 	-4.3 	-9.5 	-33.3 	-1.9 	14.3 	-12.7 	-18.8 	-16.9 	0.6 	81.4 	-33 	4.2 	57.4 	-68.2 	: 
NAT,PCH_PRE,I552,RS	: 	: 	: 	16.84 	16.67 	-5.8 	3.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I552,SE	-1.05 	3.73 	0.69 	-3.9 	3.73 	4.19 	-3.2 	0.14 b	-2.23 	-1.58 	2.44 	-2.85 	1.36 	4.55 	0.55 	-4.1 	-3.5 	38 	0.8 	3.7 	1.2 	-1.4 	0 	: 	: 	19.1 	8.4 	2.5 	-11.1 	-8.5 
NAT,PCH_PRE,I552,SI	: 	: 	4.09 	9.7 	12.13 	-2.55 	-0.2 	12.79 b	1.14 	3.73 	6.43 	14.56 	8.56 	0.77 	1 	-7.2 	-8.7 	2.4 	25.6 	2.7 	2 	-6.5 	42.5 	-2 	-10.2 	3.5 	2.2 	: 	: 	: 
NAT,PCH_PRE,I552,SK	17.85 	2.44 	5.83 	11.48 	9.42 	-5.96 	3.2 	2.76 b	-4.29 	-7.16 	-15.1 	8.08 	8.5 	6.74 	2.99 	-10.9 	0.5 	-3.3 	17 	-7.7 	8.3 	49.7 	12.6 	46.7 	10.7 	52.3 	-18.6 	-26.4 	-50 	: 
NAT,PCH_PRE,I552,TR	4.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I552,UK	: 	: 	: 	-1.86 	: 	: 	-7.92 	330.14 b	-12.54 	-25.65 	1.47 	8.49 	-11.87 	-14.68 	9.03 	-21.9 	-0.8 	-1.7 	-14.1 	-31.7 	9.9 	-2.5 	9.5 	13.2 	6.8 	15.5 	-4.7 	1.3 	6.8 	-89.8 
NAT,PCH_PRE,I552_I553,AT	1.84 	3.34 	1.09 	7.07 	6.49 	1.94 	-0.69 	2.45 b	4.45 	-1.42 	4.38 	3.97 	1.87 	0.95 	0.03 	-5.1 	9 	2.7 	0.2 	1.8 	2.8 	8.1 	3.8 	-3.9 	-0.8 	0.4 	-1.2 	4.3 	4.8 	-1 
NAT,PCH_PRE,I552_I553,BE	3.31 	5.72 	1.16 	6.77 	23.64 	2.28 	0.6 	11.86 b	1.85 	-0.53 	1.33 	-0.33 	-0.88 	0.1 	-1.44 	-1 	1 	-0.9 	2 	1.5 	1.1 	-6 	-1.4 	0.9 	0.1 	0.5 	1.3 	: 	: 	: 
NAT,PCH_PRE,I552_I553,BG	5.4 	5.23 	1.35 	12.6 	11.49 	2.81 	1 	44.13 b	6.08 	-9.06 	-3.56 	-0.61 	9.55 	62.87 	15.92 	3.8 	13.1 	-16.4 	-3.1 	-16.9 	-14.9 	8.7 	-29.8 	-10.4 	-10.4 	2.6 	-21.4 	-9.6 	-60.8 	: 
NAT,PCH_PRE,I552_I553,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	-0.1 	2.9 	9.2 	3.2 	-4.9 	0.3 	-97.9 	-1.6 	1.1 	-35.2 	-2 
NAT,PCH_PRE,I552_I553,CY	162.57 	-85.99 	626.14 	-57.59 	-79.11 	-18.86 	-34.3 	-7.04 b	-17.07 	8.05 	-33.93 	14.05 	-22.54 	9.18 	14.71 	13.3 	749.4 	-89.7 	151.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I552_I553,CZ	5.02 	9.06 	5.28 	0.64 	12.87 	-2.86 	4.4 	15.5 b	0.94 	-7.42 	-0.25 	-10.2 	-7.71 	2.15 	-6.23 	0.1 	25.7 	-13.6 	-4 	-9.6 	-7.8 	10.4 	21.3 	90.8 	29.6 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I552_I553,DE	5.16 	8.04 	3.24 	3.46 	3.54 	3.65 	0.4 	2.6 b	2.46 	-0.99 	-10.28 	3.84 	-5 	-0.14 	1.37 	6.9 	4.5 	1.5 	1.4 	2.6 	5.3 	1.3 	2.9 	-0.9 	-3.6 	2.8 	0 	25.2 	14.9 	19.3 
NAT,PCH_PRE,I552_I553,DK	0.44 e	2.29 e	-3.56 e	3.28 e	4.31 e	-1.08 e	-0.7 	-1.86 b	0.55 	-3.93 	-4.07 	4.33 	5.13 	2.74 	2.88 	0.5 	1.9 	6.3 	2.3 	-2.3 	2.8 	-1.4 	2.2 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I552_I553,EA	3.83 	5.46 e	6.1 e	3.8 	6.06 	4.64 	: 	0.41 b	6.18 e	0.26 e	0.42 e	18.8 e	: 	3.23 e	-1.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I552_I553,EE	8.27 	3.45 	11.74 	5.23 	6.09 	0.36 	8.7 	4.66 b	10.64 	9.44 	-27.84 	-0.32 	10.31 	36.15 	17.19 	14.6 	-3.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I552_I553,EL	-6.68 	-5.6 	-2.25 	8.46 	2.29 	1.68 	7.12 	-22.37 e	-10.2 	-8 	1583.4 	18.91 	26.34 	-18.89 	26.65 	25.6 	-1.9 	-21.8 	-15.7 	36.5 	-14.5 	-3.1 	5 	1.4 	-9.5 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I552_I553,ES	4.9 	1.17 	8.29 	10.08 	9.47 	12.88 	0.2 	-3.36 b	2.36 	0.56 	1.57 	0 	-1.24 	8.79 	3.96 	3.2 	16.7 	17.9 	7.6 	54.6 	19.1 	10.9 	-15.4 	5.6 	8.9 	-5.7 	61 	3.6 	22.3 	19.3 
NAT,PCH_PRE,I552_I553,EU27_2007	3.75 e	4.7 e	6.07 e	2.79 	5.57 	2.92 e	1.57 	14.68 b	3.9 e	-2.8 e	2.94 e	9.79 e	: 	-3.28 e	27.35 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I552_I553,EU27_2020	3.48 	5.35 e	5.77 e	3.89 	6.57 	3.66 	: 	3.06 b	4.57 e	0.72 e	0.97 e	: 	: 	1.72 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I552_I553,EU28	3.79 e	4.74 e	6.09 e	2.82 	5.61 	2.93 e	1.58 	14.79 b	4 e	-2.91 e	3.56 e	9.7 e	: 	-3.15 e	27.05 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I552_I553,FI	2.32 	2.65 	1.79 	4.04 	-2.78 	-0.1 	3.9 	-1.44 b	2.27 	1.57 	3.73 	-2.82 	-0.79 	5.1 	-2.42 	5.5 	-2.8 	1.2 	0.3 	-2.4 	1.9 	-3.4 	7.7 	-14.3 	3.2 	2.5 	: 	: 	: 	: 
